genus,Species,decimalLongitude,decimalLatitude,country,continent,ecoregion,realm
Apoecilus,Apoecilus bracteatus,-60.8,46.03,Canada,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-63.26,45.36,Canada,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-66.11,43.83,Canada,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.16,50.01,Canada,North America,Central Canadian Shield forests,Nearctic
Apoecilus,Apoecilus bracteatus,-79.04,42.88,Canada,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-79.4759,43.6416,Canada,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-79.41,43.7,Canada,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.79,45.01,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-68.73,52.21,Canada,North America,Eastern Canadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.58,45.5,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-110.02,53.27,Canada,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus bracteatus,-120.84,38.68,United States,North America,California interior chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-120.03,39.09,United States,North America,Sierra Nevada forests,Nearctic
Apoecilus,Apoecilus bracteatus,-119.77,36.74,United States,North America,California Central Valley grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-120.59,40.67,United States,North America,Eastern Cascades forests,Nearctic
Apoecilus,Apoecilus bracteatus,-120.72,41.58,United States,North America,Eastern Cascades forests,Nearctic
Apoecilus,Apoecilus bracteatus,-118.88,37.93,United States,North America,Great Basin shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-120.83,40,United States,North America,Sierra Nevada forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.28,34.1,United States,North America,California coastal sage and chaparral,Nearctic
Apoecilus,Apoecilus bracteatus,-117.16,32.71,United States,North America,California coastal sage and chaparral,Nearctic
Apoecilus,Apoecilus bracteatus,-122.32,37.56,United States,North America,California interior chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-119.69,34.42,United States,North America,California coastal sage and chaparral,Nearctic
Apoecilus,Apoecilus bracteatus,-119.9446,34.7532,United States,North America,California montane chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-121.49,38.58,United States,North America,California Central Valley grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-122.45,38.29,United States,North America,California interior chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-123.11,40.65,United States,North America,Klamath-Siskiyou forests,Nearctic
Apoecilus,Apoecilus bracteatus,-119.34,36.2,United States,North America,California Central Valley grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-119.95,38.02,United States,North America,Sierra Nevada forests,Nearctic
Apoecilus,Apoecilus bracteatus,-116.61,32.85,United States,North America,California montane chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-121.62,39.75,United States,North America,Central-Southern Cascades Forests,Nearctic
Apoecilus,Apoecilus bracteatus,-120.44,38.77,United States,North America,Sierra Nevada forests,Nearctic
Apoecilus,Apoecilus bracteatus,-104.52,38.83,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-104.91,38.85,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-104.03,37.31,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-106.99,40.48,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-108.59,37.33,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus bracteatus,-108.46,37.23,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus bracteatus,-107.87,38.47,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus bracteatus,-105.16,38.88,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-103.68,39.91,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-73.53,41.05,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.18,41.74,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.92,41.3,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-111.32,42.28,United States,North America,Wyoming Basin shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-116.2,43.61,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-113.98,43.41,United States,North America,South Central Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-113.6,42.28,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-117,46.73,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-116.75,46.32,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-115.89,47.35,United States,North America,Northern Rockies conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-116.15,44.12,United States,North America,South Central Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-116.44,48.15,United States,North America,Northern Rockies conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-114.05,42.59,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-112.23,44.17,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-70.67,43.42,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-69.6586,43.8409,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-76.61,39.29,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus bracteatus,-70.29,41.7,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus bracteatus,-73.14,42.16,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.07,42.77,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-70.89,42.51,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.66,42.34,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.1,42.37,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.36,42.23,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-70.0967,41.2703,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus bracteatus,-71.32,42.11,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-70.8927,42.4834,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.05,42.36,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.32,42.1,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.57,42.46,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-70.04,41.99,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus bracteatus,-86.54,46.45,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.64,42.44,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-86.33,41.94,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-86.58,41.88,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.24,45.26,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-85.18,45.32,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-84.76,45.19,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.49,45.47,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.04,46.18,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.98,45.58,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-88.65,46.99,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-82.85,43.19,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.51,44.3,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.91,42.6,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.5,46.36,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.76,45.87,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.4525,46.0956,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.72,45.86,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-87.57,46.66,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.24,43.61,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.29,42.63,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.03,42.15,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.38,42.28,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-96.49,46.89,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-95.37,47.57,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-93.34,43.67,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-92.46,47.58,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-111.17,45.54,United States,North America,Montana Valley and Foothill grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-100.47,40.17,United States,North America,Central-Southern US mixed grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-119.61,38.19,United States,North America,Sierra Nevada forests,Nearctic
Apoecilus,Apoecilus bracteatus,-119.66,40.66,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-71.82,43.94,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71.4,44.26,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-74.07,40.72,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-106.86,35.68,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-105.93,35.68,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus bracteatus,-78.87,42.88,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-78.68,42.64,United States,North America,Allegheny Highlands forests,Nearctic
Apoecilus,Apoecilus bracteatus,-78.82,42.71,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-78.67,42.9,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.77,44.11,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-74.12,42.27,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.94,40.65,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-76.19,43,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.83,40.68,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.06,40.81,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus bracteatus,-76.47,42.45,United States,North America,Allegheny Highlands forests,Nearctic
Apoecilus,Apoecilus bracteatus,-100.83,48.79,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus bracteatus,-97.24,46.93,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-103.48,48.81,United States,North America,Northern Shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-102.46,46.43,United States,North America,Northern Shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-98.95,46.97,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus bracteatus,-81.227,41.7163,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.46,41.68,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.58,41.56,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-123.42,44.49,United States,North America,Willamette Valley oak savanna,Nearctic
Apoecilus,Apoecilus bracteatus,-120.44,44.85,United States,North America,Blue Mountains forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.22,45.18,United States,North America,Central-Southern Cascades Forests,Nearctic
Apoecilus,Apoecilus bracteatus,-123.91,45.99,United States,North America,Central Pacific Northwest coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-121.22,43.91,United States,North America,Eastern Cascades forests,Nearctic
Apoecilus,Apoecilus bracteatus,-118.96,43.06,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-122.72,42.43,United States,North America,Klamath-Siskiyou forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.87,42.32,United States,North America,Klamath-Siskiyou forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.6,42.05,United States,North America,Klamath-Siskiyou forests,Nearctic
Apoecilus,Apoecilus bracteatus,-123.55,42.36,United States,North America,Klamath-Siskiyou forests,Nearctic
Apoecilus,Apoecilus bracteatus,-121.65,42.68,United States,North America,Eastern Cascades forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.87,43.94,United States,North America,Willamette Valley oak savanna,Nearctic
Apoecilus,Apoecilus bracteatus,-122.58,44.9,United States,North America,Central-Southern Cascades Forests,Nearctic
Apoecilus,Apoecilus bracteatus,-118,45.31,United States,North America,Blue Mountains forests,Nearctic
Apoecilus,Apoecilus bracteatus,-121.16,45.16,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-80.1,41.68,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-80.08,42.12,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-96.79,44.36,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus bracteatus,-111.74,41.72,United States,North America,Wasatch and Uinta montane forests,Nearctic
Apoecilus,Apoecilus bracteatus,-111.97,41.06,United States,North America,Great Basin shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-112.78,39.7,United States,North America,Great Basin shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-111.91,41.26,United States,North America,Wasatch and Uinta montane forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.2,46.19,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-122.23,47.38,United States,North America,Puget lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.3,47.6,United States,North America,Puget lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-123.18,47.35,United States,North America,Puget lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-120.5,47.5,United States,North America,North Cascades conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.51,47.17,United States,North America,Puget lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.85,48.39,United States,North America,Northern Rockies conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.37,46.63,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-117.52,46.9,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-120.5,46.6,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-91.18,46.63,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-89.41,43.06,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-87.35,44.83,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-90.26,46.31,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-89.75,44.89,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-87.9,43.03,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-88.02,43.43,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-88.05,42.58,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-113.73,48.81,United States,North America,Northern Rockies conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-95.24,45.57,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-90.67,47.69,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-106.34,31.7,United States,North America,Chihuahuan desert,Nearctic
Apoecilus,Apoecilus bracteatus,-119.11,37.96,United States,North America,Great Basin shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-103.53,46.97,United States,North America,Northern Shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-73.1463,40.6475,United States,North America,Atlantic coastal pine barrens,Nearctic
Apoecilus,Apoecilus bracteatus,-88.13,42.25,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-88.36,42.38,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-87.62,41.87,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus bracteatus,-111.68,43.96,United States,North America,Snake-Columbia shrub steppe,Nearctic
Apoecilus,Apoecilus bracteatus,-111.64,39.54,United States,North America,Wasatch and Uinta montane forests,Nearctic
Apoecilus,Apoecilus bracteatus,-106.67,35.05,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus bracteatus,-104.81,35.48,United States,North America,Western shortgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-93.26,44.97,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-96.78,48.77,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-96.4,47.77,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-95.44,45.58,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-93.09,45.01,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-94.61,45.55,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus bracteatus,-71.212,46.8141,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-71,44,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-114.25,44.5,United States,North America,Montana Valley and Foothill grasslands,Nearctic
Apoecilus,Apoecilus bracteatus,-105.5,39,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus bracteatus,-111.75,39.25,United States,North America,Wasatch and Uinta montane forests,Nearctic
Apoecilus,Apoecilus bracteatus,-119.75,37.25,United States,North America,California interior chaparral and woodlands,Nearctic
Apoecilus,Apoecilus bracteatus,-72.97,41.5,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.8,41.53,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.92,41.6,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.5751,41.2943,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-73.32,42.02,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus bracteatus,-72.68,41.48,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus bracteatus,-98.46,48.77,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus bracteatus,-97.03,47.92,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-85.91,42.51,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-85.3,42.59,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.52,46.32,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-86.87,45.79,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.38,43.99,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.6,43.29,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-82.85,43.91,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.84,43.64,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-88.21,47.28,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-84.12,44.33,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-86.17,46.04,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-83.83,42.25,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus bracteatus,-123.66,47.87,United States,North America,British Columbia coastal conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-121.79,46.92,United States,North America,Central-Southern Cascades Forests,Nearctic
Apoecilus,Apoecilus bracteatus,-122.68,46.88,United States,North America,Puget lowland forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.9,48.54,United States,North America,Northern Rockies conifer forests,Nearctic
Apoecilus,Apoecilus bracteatus,-117.17,46.73,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus bracteatus,-120.86,46.53,United States,North America,Palouse prairie,Nearctic
Apoecilus,Apoecilus cynicus,-105.93,35.68,United States,North America,Colorado Plateau shrublands,Nearctic
Apoecilus,Apoecilus cynicus,-94.26,46.01,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-96.49,46.89,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-93.26,44.97,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-96.45,47.32,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-93.09,45.01,United States,North America,Upper Midwest US forest-savanna transition,Nearctic
Apoecilus,Apoecilus cynicus,-93.58,44.02,United States,North America,Central Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-87.65,41.85,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-71,44,United States,North America,New England-Acadian forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.5,28.75,United States,North America,Southeast US conifer savannas,Nearctic
Apoecilus,Apoecilus cynicus,-71.212,46.8141,Canada,North America,Eastern Great Lakes lowland forests,Nearctic
Apoecilus,Apoecilus cynicus,-105.5,39,United States,North America,Colorado Rockies forests,Nearctic
Apoecilus,Apoecilus cynicus,-99.25,31.25,United States,North America,Central-Southern US mixed grasslands,Nearctic
Apoecilus,Apoecilus cynicus,-111.5,34.5,United States,North America,Arizona Mountains forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.68,41.48,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-73.4,41.48,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.64,41.57,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.8,41.53,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.83,41.51,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.24,41.8,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-72.97,41.33,United States,North America,Northeast US Coastal forests,Nearctic
Apoecilus,Apoecilus cynicus,-97.03,47.92,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-102.46,46.43,United States,North America,Northern Shortgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-96.94,46.26,United States,North America,Northern Tallgrass prairie,Nearctic
Apoecilus,Apoecilus cynicus,-97.63,46.1,United States,North America,Canadian Aspen forests and parklands,Nearctic
Apoecilus,Apoecilus cynicus,-90.19,38.62,United States,North America,Central US forest-grasslands transition,Nearctic
Apoecilus,Apoecilus cynicus,-92.44,36.64,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-91.85,36.72,United States,North America,Ozark Highlands mixed forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.54,46.45,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-85.91,42.51,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.42,41.91,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.49,45.47,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.61,44.68,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.38,43.99,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-88.65,46.99,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-82.85,43.91,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.37,42.59,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.51,44.3,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.84,43.64,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-88.21,47.28,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.06,41.89,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.91,42.6,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.24,43.61,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.24,43.23,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-83.29,42.63,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-86.31,43.68,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.12,44.68,United States,North America,Western Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-85.52,41.91,United States,North America,Southern Great Lakes forests,Nearctic
Apoecilus,Apoecilus cynicus,-84.14,42.95,United States,North America,Southern Great Lakes forests,Nearctic
