genus,Species,decimalLongitude,decimalLatitude,country,continent,ecoregion,realm
Podisus,Podisus maculiventris,-75.14,39.71,United States,North America,Atlantic coastal pine barrens,Nearctic
Podisus,Podisus maculiventris,-74.7,40.28,United States,North America,Northeast US Coastal forests,Nearctic
Podisus,Podisus maculiventris,-74.4,40.44,United States,North America,Atlantic coastal pine barrens,Nearctic
Podisus,Podisus maculiventris,-74.54,40.86,United States,North America,New England-Acadian forests,Nearctic
Podisus,Podisus maculiventris,-74.12,40.85,United States,North America,Northeast US Coastal forests,Nearctic
Podisus,Podisus maculiventris,-74.48,40.49,United States,North America,Northeast US Coastal forests,Nearctic
Podisus,Podisus maculiventris,-74.26,40.69,United States,North America,Northeast US Coastal forests,Nearctic
Podisus,Podisus maculiventris,-108.71,31.91,United States,North America,Chihuahuan desert,Nearctic
Podisus,Podisus maculiventris,-104.81,35.48,United States,North America,Western shortgrass prairie,Nearctic
Podisus,Podisus maculiventris,-76.57,43.01,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-79.4,42.3,United States,North America,Southern Great Lakes forests,Nearctic
Podisus,Podisus maculiventris,-78.77,42.75,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-73.77,44.11,United States,North America,New England-Acadian forests,Nearctic
Podisus,Podisus maculiventris,-76.05,43.99,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-77.63,43.16,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-78.69,43.17,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-74.02,41.15,United States,North America,Northeast US Coastal forests,Nearctic
Podisus,Podisus maculiventris,-75.11,44.5,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-73.06,40.81,United States,North America,Atlantic coastal pine barrens,Nearctic
Podisus,Podisus maculiventris,-76.47,42.45,United States,North America,Allegheny Highlands forests,Nearctic
Podisus,Podisus maculiventris,-77.1,42.63,United States,North America,Allegheny Highlands forests,Nearctic
Podisus,Podisus maculiventris,-76.96,36.06,United States,North America,Mid-Atlantic US coastal savannas,Nearctic
Podisus,Podisus maculiventris,-81.7,35.74,United States,North America,Appalachian Piedmont forests,Nearctic
Podisus,Podisus maculiventris,-77.93,34.93,United States,North America,Mid-Atlantic US coastal savannas,Nearctic
Podisus,Podisus maculiventris,-82.39,34.85,United States,North America,Appalachian Piedmont forests,Nearctic
Podisus,Podisus maculiventris,-79.78,36.07,United States,North America,Appalachian Piedmont forests,Nearctic
Podisus,Podisus maculiventris,-83.42,35.15,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Podisus,Podisus maculiventris,-83.38,35.06,United States,North America,Appalachian-Blue Ridge forests,Nearctic
Podisus,Podisus maculiventris,-79.48,35.31,United States,North America,Southeast US conifer savannas,Nearctic
Podisus,Podisus maculiventris,-79.48,34.84,United States,North America,Southeast US conifer savannas,Nearctic
Podisus,Podisus maculiventris,-78.65,35.79,United States,North America,Appalachian Piedmont forests,Nearctic
Podisus,Podisus maculiventris,-97.03,47.91,United States,North America,Northern Tallgrass prairie,Nearctic
Podisus,Podisus maculiventris,-80.75,41.89,United States,North America,Eastern Great Lakes lowland forests,Nearctic
Podisus,Podisus maculiventris,-82.04,39.33,United States,North America,Appalachian mixed mesophytic forests,Nearctic
Podisus,Podisus maculiventris,-84.57,39.43,United States,North America,Southern Great Lakes forests,Nearctic
Podisus,Podisus maculiventris,-84.61,40.13,United States,North America,Southern Great Lakes forests,Nearctic
Podisus,Podisus maculiventris,-82.63,39.75,United States,North America,Southern Great Lakes forests,Nearctic
Podisus,Podisus maculiventris,-83,39.96,United States,North America,Southern Great Lakes forests,Nearctic
Podisus,Podisus maculiventris,-84.13,41.6,United States,North America,Southern Great Lakes forests,Nearctic
